ID,Name,IP,HR,BB,K,HR/9,BB/9,K/9
15916,Mitchell Kimpton,45.1,9,9,15,1.8,1.8,3.0
14687,David Ramirez,45.0,3,25,28,0.6,5.0,5.6
14189,Bryan Moseley,44.2,2,21,40,0.4,4.2,8.1
15810,Richard Abadee,44.1,5,19,18,1.0,3.9,3.7
13804,Jamie Reynolds,44.0,6,11,31,1.2,2.2,6.3
15552,Trevor Brandsen,43.2,7,8,24,1.4,1.6,4.9
16583,Jonathan Chavarria,43.2,5,15,29,1.0,3.1,6.0
14989,Graeme Hemingway,43.2,4,41,25,0.8,8.5,5.2
13341,Donny Hoogland,43.2,2,14,36,0.4,2.9,7.4
15011,John Littlewood,43.2,4,8,38,0.8,1.6,7.8
16210,Tommy McQuinn,43.2,2,14,46,0.4,2.9,9.5
15084,Ted Zablocki,43.2,4,13,29,0.8,2.7,6.0
14647,Sanho Belino,43.1,5,19,32,1.0,3.9,6.6
14803,Benno Geiberger,43.1,6,25,21,1.2,5.2,4.4
14907,Gabriel Jaramillo,43.1,4,13,25,0.8,2.7,5.2
14018,Henry Loudon,43.1,9,10,37,1.9,2.1,7.7
13105,Draza Moljevic,43.1,8,15,33,1.7,3.1,6.9
14487,Ed Rowsell,43.1,3,8,33,0.6,1.7,6.9
14536,Tim Renfroe,42.1,3,27,26,0.6,5.7,5.5
14640,Roger Taggart,42.1,2,20,30,0.4,4.3,6.4
14120,Min-soo Kim,41.2,8,24,35,1.7,5.2,7.6
16200,Otton van der Horst,41.2,3,13,24,0.6,2.8,5.2
14136,Arturo Posada,41.1,3,8,23,0.7,1.7,5.0
14770,Terry Brown,41.0,6,11,27,1.3,2.4,5.9
14127,Ostoja Cubrilovic,41.0,1,17,24,0.2,3.7,5.3
14515,Sean Dial,41.0,4,19,25,0.9,4.2,5.5
15984,Alfredo Marin,41.0,5,25,23,1.1,5.5,5.0
14583,Melorran Bennett,40.1,3,13,32,0.7,2.9,7.1
14410,Carlos Guerrero,40.1,1,13,25,0.2,2.9,5.6
14494,Aurélio Menelau,40.0,2,16,32,0.5,3.6,7.2
14185,Belchior Werneck,40.0,2,20,36,0.5,4.5,8.1
15917,Katsuhito Doi,39.2,0,22,17,0.0,5.0,3.9
14778,Gus Luna,39.1,10,27,19,2.3,6.2,4.3
15566,Jaime Porras,39.1,1,9,22,0.2,2.1,5.0
14082,Len Carrier,39.0,3,7,27,0.7,1.6,6.2
15156,Will Wicks,39.0,3,15,17,0.7,3.5,3.9
13689,Mike Pardo,38.2,3,9,27,0.7,2.1,6.3
15165,Jamie Cormack,38.1,4,18,12,0.9,4.2,2.8
15268,Vasa Petrovic,38.1,5,20,21,1.2,4.7,4.9
14615,Kunihiro Kubota,37.2,3,20,19,0.7,4.8,4.5
14340,Carlos Marriott,37.2,3,21,27,0.7,5.0,6.5
14950,Nazih bin Khaldun,36.0,4,12,16,1.0,3.0,4.0
14663,Tetsuto Ichikawa,36.0,1,14,23,0.2,3.5,5.8
14090,AntoÕio Takahashi,36.0,5,14,30,1.2,3.5,7.5
14178,Antar Sadaqat,35.1,2,9,26,0.5,2.3,6.6
14716,Sandoval So Romo,35.1,6,15,20,1.5,3.8,5.1
14799,Isaias Garcia,35.0,2,17,23,0.5,4.4,5.9
15807,Brad McLennan,35.0,5,14,24,1.3,3.6,6.2
14345,Felipe Britschgi,34.0,4,7,20,1.1,1.9,5.3
13947,Martin Newbold,34.0,4,12,23,1.1,3.2,6.1
14781,Brad Hart,33.2,3,14,18,0.8,3.7,4.8
14990,Dong-min Lee,33.2,6,17,29,1.6,4.5,7.8
13538,Hamid Zuhayr,33.1,3,16,24,0.8,4.3,6.5
14021,Hyun-il Choi,33.0,3,9,21,0.8,2.5,5.7
15804,Valentin Lobatos,33.0,2,3,18,0.5,0.8,4.9
13333,Habbo van Rooijen,33.0,2,9,26,0.5,2.5,7.1
14434,Paul Kean,32.0,5,12,17,1.4,3.4,4.8
13978,Zion Benford,31.2,5,17,22,1.4,4.8,6.3
15812,Jim Chavarri,31.2,6,6,23,1.7,1.7,6.5
15334,Maurice Devereux,31.2,5,23,26,1.4,6.5,7.4
15275,Humam bin Harun,31.1,4,12,20,1.1,3.4,5.7
14754,Harry Fowlow,31.0,3,22,7,0.9,6.4,2.0
15204,Niko Jokanovic,31.0,4,17,13,1.2,4.9,3.8
15095,Brad Hash,30.2,5,22,17,1.5,6.5,5.0
13049,Tony Vasques,30.2,5,11,17,1.5,3.2,5.0
13989,Gerard Peacock,30.1,0,3,20,0.0,0.9,5.9
